Date,Open,High,Low,Close,Adj Close,Volume
2013-09-02,31.750000,32.070000,30.950001,31.150000,26.393375,443907400
2013-09-09,31.219999,33.070000,31.200001,33.029999,27.986300,219356400
2013-09-16,33.380001,33.680000,32.689999,32.790001,27.782955,346587600
2013-09-23,32.540001,33.750000,32.150002,33.270000,28.189655,193270600
2013-09-30,33.000000,34.029999,32.700001,33.880001,28.706509,195216900
2013-10-07,33.599998,34.139999,32.799999,34.130001,28.918329,184873900
2013-10-14,33.900002,34.990002,33.779999,34.959999,29.621590,183138200
2013-10-21,34.980000,36.290001,33.570000,35.730000,30.274006,293176200
2013-10-28,35.610001,35.790001,35.259998,35.529999,30.104551,189030400
2013-11-04,35.590000,38.220001,35.549999,37.779999,32.010963,265866600
2013-11-11,37.689999,38.160000,36.900002,37.840000,32.061806,200266700
2013-11-18,37.349998,37.680000,36.669998,37.570000,31.833046,180829100
2013-11-25,37.930000,38.290001,37.349998,38.130001,32.552551,113204600
2013-12-02,38.090000,38.980000,37.180000,38.360001,32.748905,299806100
2013-12-09,38.560001,38.900002,36.619999,36.689999,31.323185,184046900
2013-12-16,36.730000,37.110001,35.529999,36.799999,31.417084,237423200
2013-12-23,36.810001,37.619999,36.549999,37.290001,31.835424,71547500
2013-12-30,37.220001,37.580002,36.599998,36.910000,31.511002,95561000
2014-01-06,36.849998,36.889999,35.400002,36.040001,30.768261,216443300
2014-01-13,35.990002,37.000000,34.630001,36.380001,31.058525,216624000
2014-01-20,36.820000,37.549999,35.520000,36.810001,31.425632,173821100
2014-01-27,36.869999,37.889999,35.750000,37.840000,32.304966,261570800
2014-02-03,37.740002,37.990002,35.689999,36.560001,31.212196,243187700
2014-02-10,36.630001,37.860001,36.290001,37.619999,32.117146,155003200
2014-02-17,37.630001,38.349998,37.209999,37.980000,32.424492,128131800
2014-02-24,37.689999,38.459999,37.189999,38.310001,32.951469,178981800
2014-03-03,37.919998,38.480000,37.490002,37.900002,32.598812,127213800
2014-03-10,37.990002,38.450001,37.509998,37.700001,32.426777,134082400
2014-03-17,37.900002,40.939999,37.790001,40.160000,34.542702,260132300
2014-03-24,40.340000,40.990002,39.340000,40.299999,34.663120,210110900
2014-03-31,40.430000,41.660000,39.639999,39.869999,34.293255,189707200
2014-04-07,39.959999,40.689999,39.000000,39.209999,33.725582,181167900
2014-04-14,39.110001,40.419998,38.900002,40.009998,34.413677,133279500
2014-04-21,40.130001,40.680000,39.299999,39.910000,34.327663,173139100
2014-04-28,40.139999,41.290001,39.660000,39.689999,34.138435,187909100
2014-05-05,39.520000,39.900002,38.509998,39.540001,34.009434,153085800
2014-05-12,39.740002,40.500000,39.270000,39.830002,34.258865,136266400
2014-05-19,39.610001,40.369999,39.459999,40.119999,34.751740,106478800
2014-05-26,40.259998,40.970001,39.810001,40.939999,35.462017,106327900
2014-06-02,40.950001,41.660000,39.860001,41.480000,35.929775,115707900
2014-06-09,41.389999,41.570000,40.290001,41.230000,35.713223,104305800
2014-06-16,41.040001,41.910000,40.340000,41.680000,36.103012,141414000
2014-06-23,41.730000,42.290001,41.430000,42.250000,36.596745,163546500
2014-06-30,42.169998,42.209999,41.529999,41.799999,36.206947,93887500
2014-07-07,41.750000,42.119999,41.049999,42.090000,36.458149,117554200
2014-07-14,42.220001,45.709999,42.029999,44.689999,38.710258,239535600
2014-07-21,44.560001,45.450001,44.220001,44.500000,38.545689,190526100
2014-07-28,44.360001,44.509998,42.599998,42.860001,37.125122,152076500
2014-08-04,42.970001,43.470001,42.209999,43.200001,37.419624,144435400
2014-08-11,43.259998,44.900002,43.000000,44.790001,38.796883,125596700
2014-08-18,44.939999,45.470001,44.680000,45.150002,39.108711,120381100
2014-08-25,45.400002,45.439999,44.610001,45.430000,39.597031,92336200
2014-09-01,45.430000,45.930000,44.529999,45.910000,40.015388,120076200
2014-09-08,46.020000,47.020000,45.990002,46.700001,40.703957,180802600
2014-09-15,46.540001,47.570000,46.099998,47.520000,41.418674,341969100
2014-09-22,47.299999,47.380001,45.759998,46.410000,40.451187,158855300
2014-09-29,45.980000,46.560001,45.610001,46.090000,40.172272,154785100
2014-10-06,46.119999,46.889999,43.950001,44.029999,38.376774,165759600
2014-10-13,43.820000,44.560001,42.099998,43.630001,38.028130,225158300
2014-10-20,43.060001,46.900002,42.810001,46.130001,40.207142,211061200
2014-10-27,45.709999,46.970001,45.709999,46.950001,40.921856,155620800
2014-11-03,46.889999,48.919998,46.730000,48.680000,42.429745,128149200
2014-11-10,48.650002,50.049999,48.520000,49.580002,43.214176,137829500
2014-11-17,49.410000,49.709999,47.570000,47.980000,41.819614,144887000
2014-11-24,47.990002,48.200001,47.279999,47.810001,41.934277,112140200
2014-12-01,47.880001,49.060001,47.709999,48.419998,42.469307,138133700
2014-12-08,48.259998,48.349998,46.669998,46.950001,41.179962,144734200
2014-12-15,47.200001,48.099998,44.900002,47.660000,41.802704,216676900
2014-12-22,47.779999,48.799999,47.709999,47.880001,41.995670,74849700
2014-12-29,47.700001,47.779999,46.450001,46.759998,41.013306,80290600
2015-01-05,46.369999,47.820000,45.490002,47.189999,41.390465,158825300
2015-01-12,47.419998,47.910000,45.169998,46.240002,40.557213,157088200
2015-01-19,46.299999,47.389999,45.480000,47.180000,41.381699,137352600
2015-01-26,47.000000,47.130001,40.349998,40.400002,35.434944,437786800
2015-02-02,40.590000,42.790001,40.230000,42.410000,37.197914,215214500
2015-02-09,42.240002,43.869999,42.180000,43.869999,38.478481,172848000
2015-02-16,43.970001,44.000000,43.049999,43.860001,38.469719,118131900
2015-02-23,43.700001,44.299999,43.650002,43.849998,38.734642,150315300
2015-03-02,43.669998,44.189999,42.150002,42.360001,37.418468,148863600
2015-03-09,42.189999,43.130001,40.610001,41.380001,36.552803,221483200
2015-03-16,41.470001,42.980000,41.150002,42.880001,37.877811,216925300
2015-03-23,42.880001,43.169998,40.830002,40.970001,36.190632,167126300
2015-03-30,41.099998,41.540001,40.119999,40.290001,35.589954,144289700
2015-04-06,40.340000,41.950001,40.180000,41.720001,36.853127,146532400
2015-04-13,41.400002,42.459999,41.160000,41.619999,36.764805,146762000
2015-04-20,41.730000,48.139999,41.680000,47.869999,42.285698,274379000
2015-04-27,47.230000,49.540001,47.220001,48.660000,42.983547,271446400
2015-05-04,48.369999,48.869999,46.020000,47.750000,42.179707,205178300
2015-05-11,47.549999,48.910000,46.419998,48.299999,42.665546,150345900
2015-05-18,47.980000,48.220001,46.820000,46.900002,41.428860,125890500
2015-05-25,46.830002,48.020000,46.189999,46.860001,41.662537,112720800
2015-06-01,47.060001,47.770000,45.840000,46.139999,41.022392,131521400
2015-06-08,46.299999,46.919998,45.459999,45.970001,40.871250,126223900
2015-06-15,45.450001,46.830002,45.020000,46.099998,40.986843,185524200
2015-06-22,46.330002,46.720001,45.029999,45.259998,40.240005,151556800
2015-06-29,45.040001,45.230000,43.939999,44.400002,39.475395,120123000
2015-07-06,43.959999,45.220001,43.320000,44.610001,39.662098,157146200
2015-07-13,44.980000,46.779999,44.950001,46.619999,41.449158,133427000
2015-07-20,46.650002,47.330002,45.099998,45.939999,40.844574,198833400
2015-07-27,45.939999,47.400002,44.790001,46.700001,41.520279,185955600
2015-08-03,46.980000,48.410000,46.259998,46.740002,41.555847,131020500
2015-08-10,46.950001,47.490002,45.709999,47.000000,41.787010,126599300
2015-08-17,46.810001,47.450001,43.070000,43.070000,38.292892,182450600
2015-08-24,40.450001,44.150002,39.720001,43.930000,39.315075,301968200
2015-08-31,43.560001,43.980000,41.660000,42.610001,38.133743,187226100
2015-09-07,43.299999,44.400002,42.750000,43.480000,38.912354,124438400
2015-09-14,43.430000,45.000000,42.860001,43.480000,38.912354,171822300
2015-09-21,43.619999,44.730000,43.270000,43.939999,39.324020,128698500
2015-09-28,43.830002,45.570000,43.049999,45.570000,40.782787,165833200
2015-10-05,45.750000,47.540001,45.700001,47.110001,42.161011,151471300
2015-10-12,46.980000,47.540001,46.500000,47.509998,42.518993,118094400
2015-10-19,47.419998,54.070000,47.020000,52.869999,47.315910,277198300
2015-10-26,52.529999,54.369999,52.500000,52.639999,47.110073,239455900
2015-11-02,52.849998,54.980000,52.619999,54.919998,49.150558,168289400
2015-11-09,54.549999,54.869999,52.529999,52.840000,47.289066,196522400
2015-11-16,53.080002,54.660000,52.849998,54.189999,48.497246,158723300
2015-11-23,54.250000,54.459999,53.580002,53.930000,48.589878,82850100
2015-11-30,54.540001,56.230000,53.930000,55.910000,50.373829,226060600
2015-12-07,55.790001,56.099998,54.009998,54.060001,48.707012,171286300
2015-12-14,54.330002,56.790001,53.680000,54.130001,48.770081,250080300
2015-12-21,54.880001,55.959999,54.230000,55.669998,50.157581,102406800
2015-12-28,55.349998,56.849998,54.980000,55.480000,49.986401,99228300
2016-01-04,54.320000,55.389999,52.070000,52.330002,47.148308,232695500
2016-01-11,52.509998,54.070000,50.340000,50.990002,45.940998,264125500
2016-01-18,51.480000,52.330002,49.099998,52.290001,47.112267,184584500
2016-01-25,51.939999,55.090000,51.020000,55.090000,49.635017,246509200
2016-02-01,54.880001,55.090000,49.560001,50.160000,45.193176,267078200
2016-02-08,49.549999,50.680000,48.189999,50.500000,45.499519,227389900
2016-02-15,50.900002,52.950001,50.130001,51.820000,46.688808,138815300
2016-02-22,52.279999,53.000000,50.200001,51.299999,46.552158,149833500
2016-02-29,51.349998,52.970001,50.660000,52.029999,47.214592,151430400
2016-03-07,51.560001,53.070000,50.580002,53.070000,48.158340,171158000
2016-03-14,52.709999,55.000000,52.630001,53.490002,48.539474,172729500
2016-03-21,53.250000,54.330002,52.930000,54.209999,49.192833,87128800
2016-03-28,54.209999,55.639999,53.330002,55.570000,50.426964,114717400
2016-04-04,55.430000,55.660000,54.209999,54.419998,49.383396,100782100
2016-04-11,54.490002,55.919998,53.759998,55.650002,50.499554,116847400
2016-04-18,55.490002,56.770000,50.770000,51.779999,46.987732,255321700
2016-04-25,51.779999,52.349998,49.349998,49.869999,45.254505,201675300
2016-05-02,50.000000,50.750000,49.459999,50.389999,45.726379,134010300
2016-05-09,50.490002,51.900002,50.000000,51.080002,46.352512,111576800
2016-05-16,50.799999,51.959999,49.820000,50.619999,45.935089,120491200
2016-05-23,50.599998,52.490002,49.980000,52.320000,47.809826,126973400
2016-05-30,52.259998,53.000000,51.599998,51.790001,47.325516,109187000
2016-06-06,51.990002,52.730000,51.040001,51.480000,47.042244,106398400
2016-06-13,49.580002,50.720001,49.060001,50.130001,45.808620,236451600
2016-06-20,50.639999,52.060001,49.520000,49.830002,45.534477,261054300
2016-06-27,49.099998,51.720001,48.040001,51.160000,46.749828,169589200
2016-07-04,50.830002,52.360001,50.389999,52.299999,47.791553,100950100
2016-07-11,52.500000,54.000000,52.470001,53.700001,49.070866,131513500
2016-07-18,53.700001,56.840000,52.930000,56.570000,51.693474,239597600
2016-07-25,56.470001,57.290001,55.720001,56.680000,51.793980,154126200
2016-08-01,56.599998,58.209999,56.139999,57.959999,52.963638,139123900
2016-08-08,58.060001,58.500000,57.619999,57.939999,52.945366,91968600
2016-08-15,58.009998,58.500000,57.200001,57.619999,52.652954,90149100
2016-08-22,57.599998,58.700001,57.259998,58.029999,53.358105,91629600
2016-08-29,58.180000,58.599998,57.009998,57.669998,53.027107,99183600
2016-09-05,57.779999,57.840000,56.209999,56.209999,51.684647,89031800
2016-09-12,56.000000,57.630001,55.610001,57.250000,52.640907,154949700
2016-09-19,57.270000,58.000000,56.750000,57.430000,52.806427,111805900
2016-09-26,57.080002,58.169998,56.680000,57.599998,52.962734,125664500
2016-10-03,57.410000,57.980000,56.970001,57.799999,53.146641,92303400
2016-10-10,57.910000,58.389999,56.320000,57.419998,52.797234,119587600
2016-10-17,57.360001,60.450001,56.660000,59.660000,54.856888,195345700
2016-10-24,59.939999,61.369999,59.580002,59.869999,55.049973,181170400
2016-10-31,60.160000,60.419998,58.520000,58.709999,53.983372,123412100
2016-11-07,59.779999,60.779999,57.630001,59.020000,54.268406,200822900
2016-11-14,59.020000,61.139999,57.279999,60.349998,55.491333,164384000
2016-11-21,60.500000,61.259998,60.130001,60.529999,56.032825,73117800
2016-11-28,60.340000,61.410000,58.799999,59.250000,54.847931,137812500
2016-12-05,59.700001,61.990002,59.560001,61.970001,57.365849,122838900
2016-12-12,61.820000,63.450001,61.720001,62.299999,57.671333,156392700
2016-12-19,62.560001,64.099998,62.419998,63.240002,58.541496,112043300
2016-12-26,63.209999,64.070000,62.029999,62.139999,57.523224,62247000
2017-01-02,62.790001,63.150002,62.029999,62.840000,58.171211,86833000
2017-01-09,62.759998,63.400002,61.950001,62.700001,58.041607,100883500
2017-01-16,62.680000,62.980000,62.029999,62.740002,58.078640,88999300
2017-01-23,62.700001,65.910004,62.570000,65.779999,60.892773,159815800
2017-01-30,65.690002,65.790001,62.750000,63.680000,58.948803,172722200
2017-02-06,63.500000,64.440002,63.139999,64.000000,59.245029,98985100
2017-02-13,64.239998,65.239998,64.019997,64.620003,59.818958,104828800
2017-02-20,64.610001,64.949997,64.050003,64.620003,60.181618,82018500
2017-02-27,64.540001,64.989998,63.619999,64.250000,59.837032,108724300
2017-03-06,63.970001,65.260002,63.810001,64.930000,60.470322,98167200
2017-03-13,65.010002,65.239998,64.150002,64.870003,60.414440,129108000
2017-03-20,64.910004,65.500000,64.120003,64.980003,60.516891,103804900
2017-03-27,64.629997,66.190002,64.349998,65.860001,61.336452,88476600
2017-04-03,65.809998,66.349998,65.190002,65.680000,61.168804,87058900
2017-04-10,65.610001,65.860001,64.849998,64.949997,60.488945,71749200
2017-04-17,65.040001,66.699997,64.889999,66.400002,61.839359,113659800
2017-04-24,67.480003,69.139999,67.099998,68.459999,63.757851,160723300
2017-05-01,68.680000,69.709999,68.489998,69.000000,64.260788,125666700
2017-05-08,68.970001,69.559998,68.040001,68.379997,63.683369,106905800
2017-05-15,68.139999,69.440002,67.139999,67.690002,63.040760,149197500
2017-05-22,67.889999,70.220001,67.500000,69.959999,65.528297,87939300
2017-05-29,69.790001,71.860001,69.449997,71.760002,67.214279,103883100
2017-06-05,71.970001,72.889999,68.589996,70.320000,65.865494,160905400
2017-06-12,69.250000,71.099998,68.129997,70.000000,65.565773,172944800
2017-06-19,70.500000,71.250000,69.709999,71.209999,66.699112,115784600
2017-06-26,71.400002,71.709999,68.089996,68.930000,64.563568,123708100
2017-07-03,69.330002,69.839996,68.019997,69.459999,65.059990,75337700
2017-07-10,69.459999,73.269997,69.199997,72.779999,68.169670,96363300
2017-07-17,72.800003,74.300003,72.660004,73.790001,69.115685,159733500
2017-07-24,73.529999,74.419998,72.320000,73.040001,68.413208,114816600
2017-07-31,73.300003,73.440002,71.440002,72.680000,68.076004,113025000
